抽せん日,予測番号,当選本数字,一致数,等級,信頼度,出力元,予測番号インデックス
2021-07-19,"[0, 1, 2]","[4, 1, 5]",1,はずれ,11.6207,BaseModel,予測4
2021-07-19,"[0, 1, 3]","[4, 1, 5]",1,はずれ,11.5976,BaseModel,予測5
2021-07-20,"[0, 2, 7]","[9, 0, 0]",1,はずれ,11.6319,BaseModel,予測1
2021-07-20,"[2, 3, 9]","[9, 0, 0]",1,はずれ,11.8713,BaseModel,予測2
2021-07-20,"[3, 4, 9]","[9, 0, 0]",1,はずれ,11.6858,BaseModel,予測3
2021-07-20,"[3, 6, 8]","[9, 0, 0]",0,はずれ,11.6487,BaseModel,予測4
2021-07-20,"[0, 1, 2]","[9, 0, 0]",1,はずれ,11.6228,BaseModel,予測5
2021-07-21,"[2, 5, 6]","[8, 0, 3]",0,はずれ,11.4534,BaseModel,予測1
2021-07-21,"[1, 2, 3]","[8, 0, 3]",1,はずれ,11.8321,BaseModel,予測2
2021-07-21,"[2, 6, 9]","[8, 0, 3]",0,はずれ,11.7243,BaseModel,予測3
2021-07-21,"[1, 2, 8]","[8, 0, 3]",1,はずれ,11.7103,BaseModel,予測4
2021-07-21,"[6, 7, 9]","[8, 0, 3]",0,はずれ,11.6627,BaseModel,予測5
2021-07-22,"[4, 5, 7]","[7, 6, 4]",2,はずれ,11.3792,BaseModel,予測1
2021-07-22,"[4, 6, 7]","[7, 6, 4]",3,ボックス,12.6315,BaseModel,予測2
2021-07-22,"[1, 2, 7]","[7, 6, 4]",1,はずれ,11.7936,BaseModel,予測3
2021-07-22,"[1, 7, 9]","[7, 6, 4]",1,はずれ,11.7656,BaseModel,予測4
2021-07-22,"[0, 1, 2]","[7, 6, 4]",0,はずれ,11.6298,BaseModel,予測5
2021-07-23,"[0, 8, 9]","[3, 7, 8]",1,はずれ,11.7845,BaseModel,予測1
2021-07-23,"[3, 7, 8]","[3, 7, 8]",3,ストレート,12.8464,BaseModel,予測2
2021-07-23,"[2, 3, 9]","[3, 7, 8]",1,はずれ,11.8755,BaseModel,予測3
2021-07-23,"[1, 2, 3]","[3, 7, 8]",1,はずれ,11.8349,BaseModel,予測4
2021-07-23,"[1, 7, 9]","[3, 7, 8]",1,はずれ,11.7026,BaseModel,予測5
2021-07-26,"[2, 4, 6]","[3, 8, 8]",0,はずれ,11.5724,BaseModel,予測1
2021-07-26,"[3, 8, 8]","[3, 8, 8]",2,ストレート,12.9024,BaseModel,予測2
2021-07-26,"[1, 2, 9]","[3, 8, 8]",0,はずれ,11.9567,BaseModel,予測3
2021-07-26,"[6, 7, 9]","[3, 8, 8]",0,はずれ,11.669,BaseModel,予測4
2021-07-26,"[0, 1, 2]","[3, 8, 8]",0,はずれ,11.6298,BaseModel,予測5
2021-07-27,"[0, 1, 6]","[5, 5, 6]",1,はずれ,11.5234,BaseModel,予測1
2021-07-27,"[5, 5, 6]","[5, 5, 6]",2,ストレート,12.3172,BaseModel,予測2
2021-07-27,"[1, 2, 7]","[5, 5, 6]",0,はずれ,11.7978,BaseModel,予測3
2021-07-27,"[3, 7, 9]","[5, 5, 6]",0,はずれ,11.7579,BaseModel,予測4
2021-07-27,"[0, 1, 9]","[5, 5, 6]",0,はずれ,11.7292,BaseModel,予測5
2021-07-28,"[1, 7, 9]","[6, 1, 4]",1,はずれ,11.7698,BaseModel,予測1
2021-07-28,"[1, 4, 6]","[6, 1, 4]",3,ボックス,12.6294,BaseModel,予測2
2021-07-28,"[1, 2, 3]","[6, 1, 4]",1,はずれ,11.8391,BaseModel,予測3
2021-07-28,"[0, 3, 9]","[6, 1, 4]",0,はずれ,11.7824,BaseModel,予測4
2021-07-28,"[2, 4, 9]","[6, 1, 4]",1,はずれ,11.7782,BaseModel,予測5
2021-07-29,"[0, 3, 8]","[7, 6, 4]",0,はずれ,11.6739,BaseModel,予測1
2021-07-29,"[4, 6, 7]","[7, 6, 4]",3,ボックス,12.6483,BaseModel,予測2
2021-07-29,"[2, 3, 7]","[7, 6, 4]",1,はずれ,11.8517,BaseModel,予測3
2021-07-29,"[3, 6, 9]","[7, 6, 4]",1,はずれ,11.7131,BaseModel,予測4
2021-07-29,"[0, 4, 6]","[7, 6, 4]",2,はずれ,6.3084,BaseModel,予測5
2021-07-30,"[3, 8, 9]","[7, 0, 4]",0,はずれ,11.8713,BaseModel,予測1
2021-07-30,"[0, 4, 7]","[7, 0, 4]",3,ボックス,12.6574,BaseModel,予測2
2021-07-30,"[1, 2, 8]","[7, 0, 4]",0,はずれ,11.7208,BaseModel,予測3
2021-07-30,"[1, 3, 8]","[7, 0, 4]",0,はずれ,11.704,BaseModel,予測4
2021-07-30,"[0, 7, 9]","[7, 0, 4]",2,はずれ,11.6795,BaseModel,予測5
2021-08-02,"[5, 8, 9]","[2, 3, 9]",1,はずれ,11.6571,BaseModel,予測1
2021-08-02,"[2, 3, 9]","[2, 3, 9]",3,ストレート,13.0417,BaseModel,予測2
2021-08-02,"[2, 6, 9]","[2, 3, 9]",2,はずれ,11.7971,BaseModel,予測3
2021-08-02,"[2, 3, 8]","[2, 3, 9]",2,はずれ,11.7719,BaseModel,予測4
2021-08-02,"[3, 6, 8]","[2, 3, 9]",1,はずれ,11.6718,BaseModel,予測5
2021-08-03,"[0, 6, 8]","[2, 4, 0]",1,はずれ,11.5934,BaseModel,予測1
2021-08-03,"[1, 7, 8]","[2, 4, 0]",0,はずれ,11.7957,BaseModel,予測2
2021-08-03,"[2, 7, 9]","[2, 4, 0]",1,はずれ,11.7831,BaseModel,予測3
2021-08-03,"[0, 2, 3]","[2, 4, 0]",2,はずれ,11.6893,BaseModel,予測4
2021-08-03,"[0, 7, 8]","[2, 4, 0]",1,はずれ,11.6403,BaseModel,予測5
2021-08-04,"[3, 8, 9]","[6, 9, 6]",1,はずれ,11.8755,BaseModel,予測1
2021-08-04,"[1, 3, 7]","[6, 9, 6]",0,はずれ,11.7894,BaseModel,予測2
2021-08-04,"[2, 7, 9]","[6, 9, 6]",1,はずれ,11.7852,BaseModel,予測3
2021-08-04,"[1, 3, 8]","[6, 9, 6]",0,はずれ,11.7061,BaseModel,予測4
2021-08-04,"[0, 1, 2]","[6, 9, 6]",0,はずれ,11.6403,BaseModel,予測5
2021-08-05,"[2, 5, 7]","[3, 4, 5]",1,はずれ,11.5171,BaseModel,予測1
2021-08-05,"[3, 4, 5]","[3, 4, 5]",3,ストレート,12.5594,BaseModel,予測2
2021-08-05,"[1, 2, 8]","[3, 4, 5]",0,はずれ,11.725,BaseModel,予測3
2021-08-05,"[0, 1, 2]","[3, 4, 5]",0,はずれ,11.6403,BaseModel,予測4
2021-08-05,"[1, 3, 7]","[3, 4, 5]",1,はずれ,11.5976,BaseModel,予測5
2021-08-06,"[1, 4, 6]","[1, 6, 3]",2,はずれ,11.4618,BaseModel,予測1
2021-08-06,"[1, 3, 6]","[1, 6, 3]",3,ボックス,12.7575,BaseModel,予測2
2021-08-06,"[2, 7, 9]","[1, 6, 3]",0,はずれ,11.8524,BaseModel,予測3
2021-08-06,"[1, 2, 7]","[1, 6, 3]",1,はずれ,11.809,BaseModel,予測4
2021-08-06,"[2, 4, 9]","[1, 6, 3]",0,はずれ,11.7327,BaseModel,予測5
2021-08-09,"[4, 5, 7]","[4, 1, 9]",1,はずれ,11.4065,BaseModel,予測1
2021-08-09,"[1, 4, 9]","[4, 1, 9]",3,ボックス,12.8744,BaseModel,予測2
2021-08-09,"[2, 8, 9]","[4, 1, 9]",1,はずれ,11.8972,BaseModel,予測3
2021-08-09,"[2, 7, 8]","[4, 1, 9]",0,はずれ,11.8692,BaseModel,予測4
2021-08-09,"[2, 4, 8]","[4, 1, 9]",1,はずれ,11.6844,BaseModel,予測5
2021-08-10,"[0, 2, 7]","[5, 9, 9]",0,はずれ,11.655,BaseModel,予測1
2021-08-10,"[2, 3, 7]","[5, 9, 9]",0,はずれ,11.8671,BaseModel,予測2
2021-08-10,"[2, 7, 8]","[5, 9, 9]",0,はずれ,11.6753,BaseModel,予測3
2021-08-10,"[5, 6, 7]","[5, 9, 9]",1,はずれ,11.4212,BaseModel,予測4
2021-08-11,"[1, 4, 8]","[2, 6, 1]",1,はずれ,11.6186,BaseModel,予測1
2021-08-11,"[1, 2, 3]","[2, 6, 1]",2,はずれ,11.8559,BaseModel,予測2
2021-08-11,"[2, 8, 9]","[2, 6, 1]",1,はずれ,11.8377,BaseModel,予測3
2021-08-11,"[2, 4, 8]","[2, 6, 1]",1,はずれ,11.6865,BaseModel,予測4
2021-08-11,"[2, 3, 4]","[2, 6, 1]",1,はずれ,11.6844,BaseModel,予測5
2021-08-12,"[0, 3, 9]","[7, 4, 5]",0,はずれ,11.8034,BaseModel,予測1
2021-08-12,"[3, 7, 8]","[7, 4, 5]",1,はずれ,11.8538,BaseModel,予測2
2021-08-12,"[7, 8, 9]","[7, 4, 5]",1,はずれ,11.8461,BaseModel,予測3
2021-08-12,"[0, 4, 9]","[7, 4, 5]",1,はずれ,11.7082,BaseModel,予測4
2021-08-12,"[3, 4, 8]","[7, 4, 5]",1,はずれ,11.6718,BaseModel,予測5
2021-08-13,"[0, 1, 6]","[7, 0, 7]",1,はずれ,11.5507,BaseModel,予測1
2021-08-13,"[0, 7, 7]","[7, 0, 7]",2,ボックス,12.7365,BaseModel,予測2
2021-08-13,"[1, 2, 3]","[7, 0, 7]",0,はずれ,11.8601,BaseModel,予測3
2021-08-13,"[1, 3, 8]","[7, 0, 7]",0,はずれ,11.7166,BaseModel,予測4
2021-08-13,"[2, 6, 8]","[7, 0, 7]",0,はずれ,11.704,BaseModel,予測5
2021-08-16,"[1, 3, 6]","[7, 4, 6]",1,はずれ,11.634,BaseModel,予測1
2021-08-16,"[4, 6, 7]","[7, 4, 6]",3,ボックス,12.6854,BaseModel,予測2
2021-08-16,"[1, 2, 3]","[7, 4, 6]",0,はずれ,11.8601,BaseModel,予測3
2021-08-16,"[0, 1, 2]","[7, 4, 6]",0,はずれ,11.6508,BaseModel,予測4
2021-08-16,"[0, 1, 3]","[7, 4, 6]",0,はずれ,11.634,BaseModel,予測5
2021-08-17,"[3, 8, 9]","[6, 3, 0]",1,はずれ,11.8888,BaseModel,予測1
2021-08-17,"[0, 3, 6]","[6, 3, 0]",3,ボックス,12.7414,BaseModel,予測2
2021-08-17,"[1, 3, 9]","[6, 3, 0]",1,はずれ,11.7705,BaseModel,予測3
2021-08-17,"[0, 2, 3]","[6, 3, 0]",2,はずれ,11.7019,BaseModel,予測4
2021-08-17,"[2, 5, 9]","[6, 3, 0]",0,はずれ,11.6893,BaseModel,予測5
2021-08-18,"[2, 4, 7]","[1, 4, 4]",1,はずれ,11.6571,BaseModel,予測1
2021-08-18,"[7, 8, 9]","[1, 4, 4]",0,はずれ,11.8545,BaseModel,予測2
2021-08-18,"[2, 4, 8]","[1, 4, 4]",1,はずれ,11.6935,BaseModel,予測3
2021-08-18,"[2, 3, 7]","[1, 4, 4]",0,はずれ,11.6858,BaseModel,予測4
2021-08-18,"[1, 3, 8]","[1, 4, 4]",1,はずれ,11.6543,BaseModel,予測5
2021-08-19,"[0, 2, 5]","[0, 3, 4]",1,はずれ,11.4891,BaseModel,予測1
2021-08-19,"[0, 3, 4]","[0, 3, 4]",3,ストレート,12.7365,BaseModel,予測2
2021-08-19,"[2, 3, 7]","[0, 3, 4]",1,はずれ,11.8797,BaseModel,予測3
2021-08-19,"[1, 3, 9]","[0, 3, 4]",1,はずれ,11.7747,BaseModel,予測4
2021-08-19,"[0, 4, 6]","[0, 3, 4]",2,はずれ,11.4597,BaseModel,予測5
2021-08-20,"[2, 5, 8]","[8, 6, 2]",2,はずれ,11.5703,BaseModel,予測1
2021-08-20,"[2, 6, 8]","[8, 6, 2]",3,ボックス,12.8534,BaseModel,予測2
2021-08-20,"[1, 2, 7]","[8, 6, 2]",1,はずれ,11.8279,BaseModel,予測3
2021-08-20,"[2, 4, 9]","[8, 6, 2]",1,はずれ,11.7537,BaseModel,予測4
2021-08-20,"[1, 6, 8]","[8, 6, 2]",2,はずれ,11.6424,BaseModel,予測5
2021-08-23,"[3, 4, 5]","[1, 2, 8]",0,はずれ,11.4702,BaseModel,予測1
2021-08-23,"[1, 2, 8]","[1, 2, 8]",3,ストレート,12.8884,BaseModel,予測2
2021-08-23,"[1, 3, 9]","[1, 2, 8]",1,はずれ,11.8419,BaseModel,予測3
2021-08-23,"[3, 7, 8]","[1, 2, 8]",1,はずれ,11.6753,BaseModel,予測4
2021-08-23,"[0, 4, 9]","[1, 2, 8]",0,はずれ,11.6606,BaseModel,予測5
2021-08-24,"[3, 6, 7]","[8, 4, 1]",0,はずれ,11.6613,BaseModel,予測1
2021-08-24,"[1, 4, 8]","[8, 4, 1]",3,ボックス,12.7785,BaseModel,予測2
2021-08-24,"[3, 7, 9]","[8, 4, 1]",0,はずれ,11.9868,BaseModel,予測3
2021-08-24,"[4, 7, 9]","[8, 4, 1]",1,はずれ,11.7677,BaseModel,予測4
2021-08-24,"[2, 4, 9]","[8, 4, 1]",1,はずれ,11.7579,BaseModel,予測5
2021-08-25,"[2, 3, 6]","[7, 6, 0]",1,はずれ,11.7166,BaseModel,予測1
2021-08-25,"[0, 6, 7]","[7, 6, 0]",3,ボックス,12.7134,BaseModel,予測2
2021-08-25,"[2, 3, 7]","[7, 6, 0]",1,はずれ,11.886,BaseModel,予測3
2021-08-25,"[1, 4, 9]","[7, 6, 0]",0,はずれ,11.6942,BaseModel,予測4
2021-08-25,"[0, 4, 6]","[7, 6, 0]",2,はずれ,11.4688,BaseModel,予測5
2021-08-26,"[1, 5, 9]","[9, 8, 7]",1,はずれ,11.6277,BaseModel,予測1
2021-08-26,"[7, 8, 9]","[9, 8, 7]",3,ボックス,13.0235,BaseModel,予測2
2021-08-26,"[1, 2, 8]","[9, 8, 7]",1,はずれ,11.7502,BaseModel,予測3
2021-08-26,"[2, 5, 9]","[9, 8, 7]",1,はずれ,11.6935,BaseModel,予測4
2021-08-26,"[0, 1, 2]","[9, 8, 7]",0,はずれ,11.6676,BaseModel,予測5
2021-08-27,"[1, 4, 5]","[4, 1, 3]",2,はずれ,11.4233,BaseModel,予測1
2021-08-27,"[1, 3, 4]","[4, 1, 3]",3,ボックス,12.7806,BaseModel,予測2
2021-08-27,"[2, 3, 4]","[4, 1, 3]",2,はずれ,11.7082,BaseModel,予測3
2021-08-27,"[2, 3, 7]","[4, 1, 3]",1,はずれ,11.6963,BaseModel,予測4
2021-08-27,"[1, 5, 7]","[4, 1, 3]",1,はずれ,11.4135,BaseModel,予測5
2021-08-30,"[5, 8, 9]","[4, 1, 2]",0,はずれ,11.6844,BaseModel,予測1
2021-08-30,"[1, 2, 4]","[4, 1, 2]",3,ボックス,12.8044,BaseModel,予測2
2021-08-30,"[2, 7, 8]","[4, 1, 2]",1,はずれ,11.8965,BaseModel,予測3
2021-08-30,"[2, 7, 9]","[4, 1, 2]",1,はずれ,11.8797,BaseModel,予測4
2021-08-30,"[1, 7, 9]","[4, 1, 2]",1,はずれ,11.7516,BaseModel,予測5
2021-08-31,"[5, 7, 8]","[3, 3, 5]",1,はずれ,11.5318,BaseModel,予測1
2021-08-31,"[3, 4, 9]","[3, 3, 5]",1,はずれ,11.7516,BaseModel,予測2
2021-08-31,"[0, 3, 8]","[3, 3, 5]",1,はずれ,11.7082,BaseModel,予測3
2021-08-31,"[0, 2, 7]","[3, 3, 5]",0,はずれ,11.6207,BaseModel,予測4
2021-08-31,"[3, 5, 7]","[3, 3, 5]",2,はずれ,11.5276,BaseModel,予測5
2021-09-01,"[1, 4, 9]","[5, 0, 2]",0,はずれ,11.7698,BaseModel,予測1
2021-09-01,"[0, 2, 5]","[5, 0, 2]",3,ボックス,12.6273,BaseModel,予測2
2021-09-01,"[6, 7, 8]","[5, 0, 2]",0,はずれ,11.6739,BaseModel,予測3
2021-09-01,"[0, 1, 7]","[5, 0, 2]",1,はずれ,11.557,BaseModel,予測4
2021-09-01,"[3, 5, 8]","[5, 0, 2]",1,はずれ,11.5108,BaseModel,予測5
2021-09-02,"[4, 7, 9]","[9, 3, 3]",1,はずれ,11.7803,BaseModel,予測1
2021-09-02,"[7, 8, 9]","[9, 3, 3]",1,はずれ,11.8692,BaseModel,予測2
2021-09-02,"[1, 3, 7]","[9, 3, 3]",1,はずれ,11.8349,BaseModel,予測3
2021-09-02,"[1, 7, 8]","[9, 3, 3]",0,はずれ,11.7061,BaseModel,予測4
2021-09-02,"[0, 1, 2]","[9, 3, 3]",0,はずれ,11.6781,BaseModel,予測5
2021-09-03,"[2, 6, 8]","[0, 9, 9]",0,はずれ,11.7292,BaseModel,予測1
2021-09-03,"[0, 9, 9]","[0, 9, 9]",2,ストレート,13.1117,BaseModel,予測2
2021-09-03,"[1, 2, 7]","[0, 9, 9]",0,はずれ,11.8496,BaseModel,予測3
2021-09-03,"[0, 2, 9]","[0, 9, 9]",2,はずれ,11.7789,BaseModel,予測4
2021-09-03,"[0, 1, 2]","[0, 9, 9]",1,はずれ,11.6781,BaseModel,予測5
2021-09-06,"[3, 6, 7]","[5, 9, 5]",0,はずれ,11.6781,BaseModel,予測1
2021-09-06,"[2, 3, 8]","[5, 9, 5]",0,はずれ,11.8167,BaseModel,予測2
2021-09-06,"[0, 3, 9]","[5, 9, 5]",1,はずれ,11.7747,BaseModel,予測3
2021-09-06,"[4, 6, 9]","[5, 9, 5]",1,はずれ,11.6795,BaseModel,予測4
2021-09-06,"[1, 3, 4]","[5, 9, 5]",0,はずれ,11.6613,BaseModel,予測5
2021-09-07,"[2, 6, 7]","[0, 5, 9]",0,はずれ,11.6893,BaseModel,予測1
2021-09-07,"[0, 5, 9]","[0, 5, 9]",3,ストレート,12.7575,BaseModel,予測2
2021-09-07,"[1, 2, 3]","[0, 5, 9]",0,はずれ,11.8944,BaseModel,予測3
2021-09-07,"[3, 7, 8]","[0, 5, 9]",0,はずれ,11.6963,BaseModel,予測4
2021-09-07,"[0, 1, 2]","[0, 5, 9]",1,はずれ,11.6802,BaseModel,予測5
2021-09-08,"[2, 4, 7]","[5, 4, 7]",2,ミニ,11.6823,BaseModel,予測1
2021-09-08,"[4, 5, 7]","[5, 4, 7]",3,ボックス,12.5734,BaseModel,予測2
2021-09-08,"[1, 2, 3]","[5, 4, 7]",0,はずれ,11.8944,BaseModel,予測3
2021-09-08,"[1, 7, 9]","[5, 4, 7]",1,はずれ,11.7642,BaseModel,予測4
2021-09-08,"[2, 6, 8]","[5, 4, 7]",0,はずれ,11.7292,BaseModel,予測5
2021-09-09,"[7, 8, 9]","[9, 1, 6]",1,はずれ,11.8167,BaseModel,予測1
2021-09-09,"[2, 8, 9]","[9, 1, 6]",1,はずれ,11.935,BaseModel,予測2
2021-09-09,"[1, 3, 9]","[9, 1, 6]",2,はずれ,11.8734,BaseModel,予測3
2021-09-09,"[2, 3, 6]","[9, 1, 6]",1,はずれ,11.7334,BaseModel,予測4
2021-09-09,"[1, 3, 8]","[9, 1, 6]",1,はずれ,11.6858,BaseModel,予測5
2021-09-10,"[5, 7, 8]","[9, 3, 1]",0,はずれ,11.5465,BaseModel,予測1
2021-09-10,"[1, 3, 9]","[9, 3, 1]",3,ボックス,13.0396,BaseModel,予測2
2021-09-10,"[2, 3, 7]","[9, 3, 1]",1,はずれ,11.9077,BaseModel,予測3
2021-09-10,"[0, 2, 8]","[9, 3, 1]",0,はずれ,11.7334,BaseModel,予測4
2021-09-10,"[2, 3, 4]","[9, 3, 1]",1,はずれ,11.7292,BaseModel,予測5
2021-09-13,"[2, 5, 6]","[0, 4, 0]",0,はずれ,11.5192,BaseModel,予測1
2021-09-13,"[2, 8, 9]","[0, 4, 0]",0,はずれ,11.8741,BaseModel,予測2
2021-09-13,"[0, 4, 8]","[0, 4, 0]",2,はずれ,11.6319,BaseModel,予測3
2021-09-13,"[1, 2, 6]","[0, 4, 0]",0,はずれ,11.6207,BaseModel,予測4
2021-09-13,"[0, 5, 9]","[0, 4, 0]",1,はずれ,11.5696,BaseModel,予測5
2021-09-14,"[2, 6, 8]","[4, 6, 8]",2,ミニ,11.7313,BaseModel,予測1
2021-09-14,"[1, 2, 3]","[4, 6, 8]",0,はずれ,11.9014,BaseModel,予測2
2021-09-14,"[2, 6, 9]","[4, 6, 8]",1,はずれ,11.8587,BaseModel,予測3
2021-09-14,"[0, 1, 2]","[4, 6, 8]",0,はずれ,11.6914,BaseModel,予測4
2021-09-15,"[0, 2, 7]","[0, 3, 2]",2,はずれ,11.6998,BaseModel,予測1
2021-09-15,"[1, 2, 3]","[0, 3, 2]",2,はずれ,11.9014,BaseModel,予測2
2021-09-15,"[3, 5, 9]","[0, 3, 2]",1,はずれ,11.7187,BaseModel,予測3
2021-09-15,"[1, 3, 8]","[0, 3, 2]",1,はずれ,11.6942,BaseModel,予測4
2021-09-15,"[0, 1, 2]","[0, 3, 2]",2,はずれ,11.6914,BaseModel,予測5
2021-09-16,"[1, 4, 8]","[6, 6, 2]",0,はずれ,11.6697,BaseModel,予測1
2021-09-16,"[1, 8, 9]","[6, 6, 2]",0,はずれ,11.8797,BaseModel,予測2
2021-09-16,"[1, 7, 8]","[6, 6, 2]",0,はずれ,11.8433,BaseModel,予測3
2021-09-16,"[4, 8, 9]","[6, 6, 2]",0,はずれ,11.7789,BaseModel,予測4
2021-09-16,"[2, 3, 8]","[6, 6, 2]",1,はずれ,11.76,BaseModel,予測5
2021-09-17,"[0, 1, 3]","[7, 1, 4]",1,はずれ,11.6865,BaseModel,予測1
2021-09-17,"[1, 4, 7]","[7, 1, 4]",3,ボックス,12.7666,BaseModel,予測2
2021-09-17,"[1, 3, 7]","[7, 1, 4]",2,はずれ,11.8496,BaseModel,予測3
2021-09-17,"[0, 1, 2]","[7, 1, 4]",1,はずれ,11.6977,BaseModel,予測4
2021-09-17,"[1, 3, 4]","[7, 1, 4]",2,はずれ,11.676,BaseModel,予測5
2021-09-20,"[0, 2, 3]","[7, 2, 3]",2,ミニ,11.753,BaseModel,予測1
2021-09-20,"[2, 3, 7]","[7, 2, 3]",3,ボックス,12.9416,BaseModel,予測2
2021-09-20,"[2, 3, 8]","[7, 2, 3]",2,はずれ,11.9567,BaseModel,予測3
2021-09-20,"[3, 6, 9]","[7, 2, 3]",1,はずれ,11.7936,BaseModel,予測4
2021-09-20,"[3, 5, 6]","[7, 2, 3]",1,はずれ,11.5192,BaseModel,予測5
2021-09-21,"[1, 5, 9]","[1, 1, 4]",1,はずれ,11.6676,BaseModel,予測1
2021-09-21,"[1, 8, 9]","[1, 1, 4]",1,はずれ,12.0127,BaseModel,予測2
2021-09-21,"[0, 1, 2]","[1, 1, 4]",1,はずれ,11.7019,BaseModel,予測3
2021-09-21,"[4, 6, 8]","[1, 1, 4]",1,はずれ,11.6445,BaseModel,予測4
2021-09-21,"[4, 5, 9]","[1, 1, 4]",1,はずれ,11.5675,BaseModel,予測5
2021-09-22,"[0, 3, 6]","[7, 0, 8]",1,はずれ,11.6613,BaseModel,予測1
2021-09-22,"[2, 3, 7]","[7, 0, 8]",1,はずれ,11.9245,BaseModel,予測2
2021-09-22,"[4, 6, 9]","[7, 0, 8]",0,はずれ,11.7068,BaseModel,予測3
2021-09-22,"[2, 4, 8]","[7, 0, 8]",1,はずれ,11.6774,BaseModel,予測4
2021-09-22,"[1, 4, 7]","[7, 0, 8]",1,はずれ,11.5801,BaseModel,予測5
2021-09-23,"[1, 3, 9]","[9, 7, 5]",1,はずれ,11.8951,BaseModel,予測1
2021-09-23,"[1, 2, 3]","[9, 7, 5]",0,はずれ,11.9182,BaseModel,予測2
2021-09-23,"[2, 6, 9]","[9, 7, 5]",1,はずれ,11.8713,BaseModel,予測3
2021-09-23,"[0, 1, 2]","[9, 7, 5]",0,はずれ,11.7082,BaseModel,予測4
2021-09-23,"[0, 1, 3]","[9, 7, 5]",0,はずれ,11.6977,BaseModel,予測5
2021-09-24,"[1, 4, 6]","[2, 6, 2]",1,はずれ,11.6039,BaseModel,予測1
2021-09-24,"[1, 2, 3]","[2, 6, 2]",1,はずれ,11.9182,BaseModel,予測2
2021-09-24,"[0, 2, 9]","[2, 6, 2]",1,はずれ,11.8125,BaseModel,予測3
2021-09-24,"[0, 2, 8]","[2, 6, 2]",1,はずれ,11.753,BaseModel,予測4
2021-09-24,"[0, 1, 2]","[2, 6, 2]",1,はずれ,11.7082,BaseModel,予測5
2021-09-27,"[0, 1, 9]","[2, 7, 5]",0,はずれ,11.8167,BaseModel,予測1
2021-09-27,"[1, 3, 7]","[2, 7, 5]",1,はずれ,11.8671,BaseModel,予測2
2021-09-27,"[1, 3, 8]","[2, 7, 5]",0,はずれ,11.7719,BaseModel,予測3
2021-09-27,"[0, 3, 8]","[2, 7, 5]",0,はずれ,11.7418,BaseModel,予測4
2021-09-27,"[3, 4, 8]","[2, 7, 5]",0,はずれ,11.669,BaseModel,予測5
2021-09-28,"[3, 4, 9]","[2, 2, 6]",0,はずれ,11.8587,BaseModel,予測1
2021-09-28,"[1, 3, 8]","[2, 2, 6]",0,はずれ,11.9014,BaseModel,予測2
2021-09-28,"[0, 4, 9]","[2, 2, 6]",0,はずれ,11.7782,BaseModel,予測3
2021-09-28,"[3, 4, 8]","[2, 2, 6]",0,はずれ,11.7334,BaseModel,予測4
2021-09-28,"[0, 1, 2]","[2, 2, 6]",1,はずれ,11.7145,BaseModel,予測5
2021-09-29,"[0, 4, 7]","[6, 1, 0]",1,はずれ,11.6207,BaseModel,予測1
2021-09-29,"[0, 1, 6]","[6, 1, 0]",3,ボックス,12.7526,BaseModel,予測2
2021-09-29,"[3, 8, 9]","[6, 1, 0]",0,はずれ,11.9413,BaseModel,予測3
2021-09-29,"[1, 3, 7]","[6, 1, 0]",1,はずれ,11.8692,BaseModel,予測4
2021-09-29,"[3, 7, 8]","[6, 1, 0]",0,はずれ,11.7845,BaseModel,予測5
2021-09-30,"[5, 7, 8]","[6, 0, 6]",0,はずれ,11.5661,BaseModel,予測1
2021-09-30,"[2, 3, 7]","[6, 0, 6]",0,はずれ,11.942,BaseModel,予測2
2021-09-30,"[3, 7, 9]","[6, 0, 6]",0,はずれ,11.9098,BaseModel,予測3
2021-09-30,"[5, 8, 9]","[6, 0, 6]",0,はずれ,11.7229,BaseModel,予測4
2021-09-30,"[0, 1, 2]","[6, 0, 6]",1,はずれ,11.7229,BaseModel,予測5
2021-10-01,"[4, 5, 7]","[9, 1, 0]",0,はずれ,11.4828,BaseModel,予測1
2021-10-01,"[1, 2, 3]","[9, 1, 0]",1,はずれ,11.9315,BaseModel,予測2
2021-10-01,"[1, 7, 8]","[9, 1, 0]",1,はずれ,11.7355,BaseModel,予測3
2021-10-01,"[0, 1, 2]","[9, 1, 0]",2,はずれ,11.725,BaseModel,予測4
2021-10-01,"[2, 4, 7]","[9, 1, 0]",0,はずれ,11.7229,BaseModel,予測5
2021-10-04,"[2, 6, 8]","[8, 7, 6]",2,はずれ,11.7698,BaseModel,予測1
2021-10-04,"[6, 7, 8]","[8, 7, 6]",3,ボックス,12.8555,BaseModel,予測2
2021-10-04,"[2, 3, 7]","[8, 7, 6]",1,はずれ,11.942,BaseModel,予測3
2021-10-04,"[2, 4, 7]","[8, 7, 6]",1,はずれ,11.7229,BaseModel,予測4
2021-10-04,"[3, 4, 7]","[8, 7, 6]",1,はずれ,11.7019,BaseModel,予測5
2021-10-05,"[0, 2, 5]","[0, 3, 3]",1,はずれ,11.557,BaseModel,予測1
2021-10-05,"[1, 2, 3]","[0, 3, 3]",1,はずれ,11.9336,BaseModel,予測2
2021-10-05,"[0, 1, 2]","[0, 3, 3]",1,はずれ,11.7292,BaseModel,予測3
2021-10-05,"[1, 4, 6]","[0, 3, 3]",0,はずれ,11.557,BaseModel,予測4
