抽せん日,予測番号,当選本数字,一致数,等級,信頼度,出力元,予測番号インデックス
2004-08-02,"[1, 3, 4]","[2, 8, 6]",0,はずれ,3.2032,BaseModel,予測5
2004-08-03,"[1, 4, 7]","[8, 4, 4]",1,はずれ,3.1318,BaseModel,予測1
2004-08-03,"[0, 8, 9]","[8, 4, 4]",1,はずれ,3.3089,BaseModel,予測2
2004-08-03,"[0, 3, 5]","[8, 4, 4]",0,はずれ,3.2718,BaseModel,予測3
2004-08-03,"[0, 1, 2]","[8, 4, 4]",0,はずれ,3.2592,BaseModel,予測4
2004-08-04,"[3, 7, 9]","[8, 4, 3]",1,はずれ,3.3082,BaseModel,予測1
2004-08-04,"[3, 4, 8]","[8, 4, 3]",3,ボックス,3.5875,BaseModel,予測2
2004-08-04,"[0, 2, 3]","[8, 4, 3]",1,はずれ,3.3572,BaseModel,予測3
2004-08-04,"[2, 7, 9]","[8, 4, 3]",0,はずれ,3.3397,BaseModel,予測4
2004-08-04,"[0, 1, 2]","[8, 4, 3]",0,はずれ,3.2592,BaseModel,予測5
2004-08-05,"[1, 6, 7]","[9, 7, 0]",1,はずれ,3.0982,BaseModel,予測1
2004-08-05,"[0, 7, 9]","[9, 7, 0]",3,ボックス,3.5784,BaseModel,予測2
2004-08-05,"[0, 2, 9]","[9, 7, 0]",2,はずれ,3.4174,BaseModel,予測3
2004-08-05,"[1, 5, 9]","[9, 7, 0]",1,はずれ,3.283,BaseModel,予測4
2004-08-05,"[0, 1, 2]","[9, 7, 0]",1,はずれ,3.2592,BaseModel,予測5
2004-08-06,"[2, 6, 8]","[1, 1, 2]",1,はずれ,3.2634,BaseModel,予測1
2004-08-06,"[2, 3, 4]","[1, 1, 2]",1,はずれ,3.3593,BaseModel,予測2
2004-08-06,"[2, 3, 5]","[1, 1, 2]",1,はずれ,3.3187,BaseModel,予測3
2004-08-06,"[0, 2, 3]","[1, 1, 2]",1,はずれ,3.3068,BaseModel,予測4
2004-08-06,"[1, 2, 8]","[1, 1, 2]",2,はずれ,3.2914,BaseModel,予測5
2004-08-09,"[0, 4, 9]","[4, 5, 1]",1,はずれ,3.304,BaseModel,予測1
2004-08-09,"[1, 4, 5]","[4, 5, 1]",3,ボックス,3.4895,BaseModel,予測2
2004-08-09,"[2, 3, 9]","[4, 5, 1]",0,はずれ,3.4167,BaseModel,予測3
2004-08-09,"[3, 5, 9]","[4, 5, 1]",1,はずれ,3.3488,BaseModel,予測4
2004-08-09,"[0, 3, 4]","[4, 5, 1]",1,はずれ,3.2802,BaseModel,予測5
2004-08-10,"[3, 7, 9]","[4, 8, 0]",0,はずれ,3.3145,BaseModel,予測1
2004-08-10,"[0, 4, 8]","[4, 8, 0]",3,ボックス,3.5434,BaseModel,予測2
2004-08-10,"[0, 2, 3]","[4, 8, 0]",1,はずれ,3.3635,BaseModel,予測3
2004-08-10,"[2, 3, 7]","[4, 8, 0]",0,はずれ,3.2872,BaseModel,予測4
2004-08-10,"[0, 1, 2]","[4, 8, 0]",1,はずれ,3.2697,BaseModel,予測5
2004-08-11,"[3, 7, 9]","[9, 5, 5]",1,はずれ,3.3145,BaseModel,予測1
2004-08-11,"[2, 3, 9]","[9, 5, 5]",1,はずれ,3.4734,BaseModel,予測2
2004-08-11,"[1, 2, 3]","[9, 5, 5]",0,はずれ,3.3187,BaseModel,予測3
2004-08-11,"[0, 1, 2]","[9, 5, 5]",0,はずれ,3.2718,BaseModel,予測4
2004-08-11,"[3, 5, 8]","[9, 5, 5]",1,はずれ,3.2564,BaseModel,予測5
2004-08-12,"[1, 2, 6]","[4, 9, 7]",0,はずれ,3.2277,BaseModel,予測1
2004-08-12,"[4, 7, 9]","[4, 9, 7]",3,ボックス,3.5896,BaseModel,予測2
2004-08-12,"[0, 2, 3]","[4, 9, 7]",0,はずれ,3.3663,BaseModel,予測3
2004-08-12,"[2, 3, 4]","[4, 9, 7]",1,はずれ,3.311,BaseModel,予測4
2004-08-12,"[1, 2, 5]","[4, 9, 7]",0,はずれ,3.2522,BaseModel,予測5
2004-08-13,"[0, 1, 5]","[8, 2, 2]",0,はずれ,3.1913,BaseModel,予測1
2004-08-13,"[2, 8, 9]","[8, 2, 2]",2,はずれ,3.4041,BaseModel,予測2
2004-08-13,"[1, 2, 3]","[8, 2, 2]",1,はずれ,3.3187,BaseModel,予測3
2004-08-13,"[0, 1, 2]","[8, 2, 2]",1,はずれ,3.2718,BaseModel,予測4
2004-08-13,"[1, 5, 8]","[8, 2, 2]",1,はずれ,3.2214,BaseModel,予測5
2004-08-16,"[3, 7, 9]","[3, 8, 3]",1,はずれ,3.3208,BaseModel,予測1
2004-08-16,"[3, 3, 8]","[3, 8, 3]",2,ボックス,3.6547,BaseModel,予測2
2004-08-16,"[1, 2, 9]","[3, 8, 3]",0,はずれ,3.3684,BaseModel,予測3
2004-08-16,"[0, 4, 9]","[3, 8, 3]",0,はずれ,3.2984,BaseModel,予測4
2004-08-16,"[0, 3, 4]","[3, 8, 3]",1,はずれ,3.2886,BaseModel,予測5
2004-08-17,"[1, 5, 7]","[6, 1, 1]",1,はずれ,3.1507,BaseModel,予測1
2004-08-17,"[0, 8, 9]","[6, 1, 1]",0,はずれ,3.3299,BaseModel,予測2
2004-08-17,"[0, 1, 2]","[6, 1, 1]",1,はずれ,3.276,BaseModel,予測3
2004-08-17,"[1, 2, 4]","[6, 1, 1]",1,はずれ,3.2606,BaseModel,予測4
2004-08-17,"[2, 4, 6]","[6, 1, 1]",1,はずれ,3.2445,BaseModel,予測5
2004-08-18,"[3, 7, 9]","[0, 0, 5]",0,はずれ,3.325,BaseModel,予測1
2004-08-18,"[0, 2, 3]","[0, 0, 5]",1,はずれ,3.3747,BaseModel,予測2
2004-08-18,"[2, 3, 5]","[0, 0, 5]",1,はずれ,3.3173,BaseModel,予測3
2004-08-18,"[2, 5, 8]","[0, 0, 5]",1,はずれ,3.3005,BaseModel,予測4
2004-08-18,"[1, 2, 4]","[0, 0, 5]",0,はずれ,3.2648,BaseModel,予測5
2004-08-19,"[4, 6, 7]","[2, 8, 1]",0,はずれ,3.1234,BaseModel,予測1
2004-08-19,"[1, 2, 8]","[2, 8, 1]",3,ボックス,3.6386,BaseModel,予測2
2004-08-19,"[2, 3, 4]","[2, 8, 1]",1,はずれ,3.3768,BaseModel,予測3
2004-08-19,"[1, 8, 9]","[2, 8, 1]",2,はずれ,3.3418,BaseModel,予測4
2004-08-19,"[0, 1, 3]","[2, 8, 1]",1,はずれ,3.2354,BaseModel,予測5
2004-08-20,"[4, 7, 9]","[1, 1, 4]",1,はずれ,3.276,BaseModel,予測1
2004-08-20,"[3, 4, 9]","[1, 1, 4]",1,はずれ,3.3488,BaseModel,予測2
2004-08-20,"[0, 3, 4]","[1, 1, 4]",1,はずれ,3.297,BaseModel,予測3
2004-08-20,"[3, 4, 6]","[1, 1, 4]",1,はずれ,3.2144,BaseModel,予測4
2004-08-20,"[5, 7, 8]","[1, 1, 4]",0,はずれ,3.1822,BaseModel,予測5
2004-08-23,"[3, 7, 8]","[0, 6, 6]",0,はずれ,3.2508,BaseModel,予測1
2004-08-23,"[2, 4, 9]","[0, 6, 6]",0,はずれ,3.3852,BaseModel,予測2
2004-08-23,"[3, 5, 9]","[0, 6, 6]",0,はずれ,3.3467,BaseModel,予測3
2004-08-23,"[2, 7, 9]","[0, 6, 6]",0,はずれ,3.3404,BaseModel,予測4
2004-08-23,"[7, 8, 9]","[0, 6, 6]",0,はずれ,3.3103,BaseModel,予測5
2004-08-24,"[3, 4, 8]","[2, 0, 0]",0,はずれ,3.2956,BaseModel,予測1
2004-08-24,"[2, 3, 4]","[2, 0, 0]",1,はずれ,3.381,BaseModel,予測2
2004-08-24,"[2, 4, 8]","[2, 0, 0]",1,はずれ,3.3292,BaseModel,予測3
2004-08-24,"[0, 4, 9]","[2, 0, 0]",1,はずれ,3.3068,BaseModel,予測4
2004-08-24,"[3, 4, 5]","[2, 0, 0]",0,はずれ,3.2592,BaseModel,予測5
2004-08-25,"[7, 8, 9]","[7, 1, 7]",1,はずれ,3.3103,BaseModel,予測1
2004-08-25,"[1, 3, 9]","[7, 1, 7]",1,はずれ,3.3656,BaseModel,予測2
2004-08-25,"[2, 6, 9]","[7, 1, 7]",0,はずれ,3.3446,BaseModel,予測3
2004-08-25,"[3, 4, 8]","[7, 1, 7]",0,はずれ,3.3313,BaseModel,予測4
2004-08-25,"[0, 1, 2]","[7, 1, 7]",1,はずれ,3.3019,BaseModel,予測5
2004-08-26,"[3, 4, 8]","[9, 8, 3]",2,はずれ,3.2956,BaseModel,予測1
2004-08-26,"[3, 8, 9]","[9, 8, 3]",3,ボックス,3.7345,BaseModel,予測2
2004-08-26,"[0, 2, 3]","[9, 8, 3]",1,はずれ,3.3894,BaseModel,予測3
2004-08-26,"[0, 2, 8]","[9, 8, 3]",1,はずれ,3.3194,BaseModel,予測4
2004-08-26,"[0, 1, 2]","[9, 8, 3]",0,はずれ,3.304,BaseModel,予測5
2004-08-27,"[5, 6, 7]","[5, 5, 8]",1,はずれ,3.1297,BaseModel,予測1
2004-08-27,"[5, 5, 8]","[5, 5, 8]",2,ストレート,3.5595,BaseModel,予測2
2004-08-27,"[3, 7, 9]","[5, 5, 8]",0,はずれ,3.3152,BaseModel,予測3
2004-08-27,"[0, 1, 2]","[5, 5, 8]",0,はずれ,3.304,BaseModel,予測4
2004-08-27,"[0, 2, 5]","[5, 5, 8]",1,はずれ,3.3019,BaseModel,予測5
2004-08-30,"[2, 4, 6]","[6, 0, 1]",1,はずれ,3.2571,BaseModel,予測1
2004-08-30,"[0, 1, 6]","[6, 0, 1]",3,ボックス,3.4895,BaseModel,予測2
2004-08-30,"[0, 2, 3]","[6, 0, 1]",1,はずれ,3.3915,BaseModel,予測3
2004-08-30,"[2, 3, 5]","[6, 0, 1]",0,はずれ,3.3299,BaseModel,予測4
2004-08-30,"[1, 3, 4]","[6, 0, 1]",1,はずれ,3.2634,BaseModel,予測5
2004-08-31,"[3, 7, 8]","[5, 1, 2]",0,はずれ,3.2613,BaseModel,予測1
2004-08-31,"[1, 2, 5]","[5, 1, 2]",3,ボックス,3.6225,BaseModel,予測2
2004-08-31,"[2, 3, 9]","[5, 1, 2]",1,はずれ,3.4566,BaseModel,予測3
2004-08-31,"[2, 3, 8]","[5, 1, 2]",1,はずれ,3.4216,BaseModel,予測4
2004-08-31,"[2, 4, 9]","[5, 1, 2]",1,はずれ,3.4083,BaseModel,予測5
2004-09-01,"[0, 4, 8]","[5, 2, 5]",0,はずれ,3.2613,BaseModel,予測1
2004-09-01,"[2, 5, 5]","[5, 2, 5]",2,ボックス,3.6295,BaseModel,予測2
2004-09-01,"[2, 8, 9]","[5, 2, 5]",1,はずれ,3.4272,BaseModel,予測3
2004-09-01,"[0, 3, 8]","[5, 2, 5]",0,はずれ,3.3467,BaseModel,予測4
2004-09-01,"[1, 4, 9]","[5, 2, 5]",0,はずれ,3.3089,BaseModel,予測5
2004-09-02,"[0, 7, 8]","[3, 5, 5]",0,はずれ,3.2214,BaseModel,予測1
2004-09-02,"[1, 4, 9]","[3, 5, 5]",0,はずれ,3.3271,BaseModel,予測2
2004-09-02,"[0, 5, 9]","[3, 5, 5]",1,はずれ,3.3215,BaseModel,予測3
2004-09-02,"[6, 8, 9]","[3, 5, 5]",0,はずれ,3.3208,BaseModel,予測4
2004-09-02,"[1, 4, 8]","[3, 5, 5]",0,はずれ,3.2375,BaseModel,予測5
2004-09-03,"[0, 1, 7]","[4, 8, 9]",0,はずれ,3.1871,BaseModel,予測1
2004-09-03,"[4, 8, 9]","[4, 8, 9]",3,ストレート,3.6897,BaseModel,予測2
2004-09-03,"[0, 2, 8]","[4, 8, 9]",1,はずれ,3.3852,BaseModel,予測3
2004-09-03,"[0, 1, 2]","[4, 8, 9]",0,はずれ,3.3145,BaseModel,予測4
2004-09-03,"[3, 5, 6]","[4, 8, 9]",0,はずれ,3.22,BaseModel,予測5
2004-09-06,"[0, 2, 3]","[9, 0, 5]",1,はずれ,3.4006,BaseModel,予測1
2004-09-06,"[0, 5, 9]","[9, 0, 5]",3,ボックス,3.6736,BaseModel,予測2
2004-09-06,"[1, 2, 3]","[9, 0, 5]",0,はずれ,3.3572,BaseModel,予測3
2004-09-06,"[0, 1, 2]","[9, 0, 5]",1,はずれ,3.3145,BaseModel,予測4
2004-09-06,"[1, 2, 6]","[9, 0, 5]",0,はずれ,3.248,BaseModel,予測5
2004-09-07,"[4, 7, 8]","[6, 3, 2]",0,はずれ,3.2172,BaseModel,予測1
2004-09-07,"[2, 4, 8]","[6, 3, 2]",1,はずれ,3.3257,BaseModel,予測2
2004-09-07,"[1, 4, 9]","[6, 3, 2]",0,はずれ,3.3152,BaseModel,予測3
2004-09-07,"[2, 3, 7]","[6, 3, 2]",2,はずれ,3.3145,BaseModel,予測4
2004-09-07,"[3, 6, 8]","[6, 3, 2]",2,はずれ,3.2655,BaseModel,予測5
2004-09-08,"[1, 8, 9]","[4, 6, 3]",0,はずれ,3.3698,BaseModel,予測1
2004-09-08,"[3, 4, 6]","[4, 6, 3]",3,ボックス,3.5504,BaseModel,予測2
2004-09-08,"[0, 4, 9]","[4, 6, 3]",1,はずれ,3.3418,BaseModel,予測3
2004-09-08,"[4, 5, 9]","[4, 6, 3]",1,はずれ,3.3257,BaseModel,予測4
2004-09-08,"[0, 1, 2]","[4, 6, 3]",0,はずれ,3.3187,BaseModel,予測5
2004-09-09,"[0, 7, 8]","[7, 8, 2]",2,はずれ,3.2256,BaseModel,予測1
2004-09-09,"[3, 5, 9]","[7, 8, 2]",0,はずれ,3.3789,BaseModel,予測2
2004-09-09,"[2, 7, 9]","[7, 8, 2]",2,はずれ,3.3782,BaseModel,予測3
2004-09-09,"[0, 2, 5]","[7, 8, 2]",1,はずれ,3.3663,BaseModel,予測4
2004-09-09,"[1, 4, 5]","[7, 8, 2]",0,はずれ,3.2179,BaseModel,予測5
2004-09-10,"[0, 5, 9]","[8, 0, 8]",1,はずれ,3.353,BaseModel,予測1
2004-09-10,"[1, 4, 9]","[8, 0, 8]",0,はずれ,3.3355,BaseModel,予測2
2004-09-10,"[0, 1, 2]","[8, 0, 8]",1,はずれ,3.3208,BaseModel,予測3
2004-09-10,"[0, 6, 9]","[8, 0, 8]",1,はずれ,3.304,BaseModel,予測4
2004-09-10,"[3, 7, 8]","[8, 0, 8]",1,はずれ,3.2564,BaseModel,予測5
2004-09-13,"[5, 6, 7]","[9, 2, 1]",0,はずれ,3.1556,BaseModel,予測1
2004-09-13,"[2, 3, 5]","[9, 2, 1]",1,はずれ,3.4132,BaseModel,予測2
2004-09-13,"[3, 7, 9]","[9, 2, 1]",1,はずれ,3.3467,BaseModel,予測3
2004-09-13,"[0, 1, 2]","[9, 2, 1]",2,はずれ,3.3229,BaseModel,予測4
2004-09-13,"[1, 3, 6]","[9, 2, 1]",1,はずれ,3.22,BaseModel,予測5
2004-09-14,"[0, 3, 8]","[1, 9, 0]",1,はずれ,3.3292,BaseModel,予測1
2004-09-14,"[0, 1, 9]","[1, 9, 0]",3,ボックス,3.6757,BaseModel,予測2
2004-09-14,"[1, 2, 3]","[1, 9, 0]",1,はずれ,3.3698,BaseModel,予測3
2004-09-14,"[3, 7, 9]","[1, 9, 0]",1,はずれ,3.3299,BaseModel,予測4
2004-09-14,"[0, 4, 5]","[1, 9, 0]",1,はずれ,3.2466,BaseModel,予測5
2004-09-15,"[2, 5, 6]","[5, 9, 3]",1,はずれ,3.2872,BaseModel,予測1
2004-09-15,"[3, 5, 9]","[5, 9, 3]",3,ボックス,3.7345,BaseModel,予測2
2004-09-15,"[2, 3, 5]","[5, 9, 3]",2,はずれ,3.4153,BaseModel,予測3
2004-09-15,"[5, 6, 8]","[5, 9, 3]",1,はずれ,3.2382,BaseModel,予測4
2004-09-15,"[5, 6, 7]","[5, 9, 3]",1,はずれ,3.1381,BaseModel,予測5
2004-09-16,"[0, 4, 8]","[2, 3, 4]",1,はずれ,3.2809,BaseModel,予測1
2004-09-16,"[2, 3, 4]","[2, 3, 4]",3,ストレート,3.7016,BaseModel,予測2
2004-09-16,"[3, 5, 8]","[2, 3, 4]",1,はずれ,3.3152,BaseModel,予測3
2004-09-16,"[0, 1, 3]","[2, 3, 4]",1,はずれ,3.2956,BaseModel,予測4
2004-09-16,"[1, 4, 5]","[2, 3, 4]",1,はずれ,3.2242,BaseModel,予測5
2004-09-17,"[5, 8, 9]","[6, 2, 1]",0,はずれ,3.395,BaseModel,予測1
2004-09-17,"[1, 2, 6]","[6, 2, 1]",3,ボックス,3.6036,BaseModel,予測2
2004-09-17,"[4, 5, 9]","[6, 2, 1]",0,はずれ,3.3383,BaseModel,予測3
2004-09-17,"[0, 1, 2]","[6, 2, 1]",2,はずれ,3.3334,BaseModel,予測4
2004-09-17,"[2, 4, 5]","[6, 2, 1]",1,はずれ,3.3152,BaseModel,予測5
2004-09-20,"[7, 8, 9]","[9, 3, 4]",1,はずれ,3.3418,BaseModel,予測1
2004-09-20,"[0, 8, 9]","[9, 3, 4]",1,はずれ,3.395,BaseModel,予測2
2004-09-20,"[0, 3, 5]","[9, 3, 4]",1,はずれ,3.3425,BaseModel,予測3
2004-09-20,"[0, 1, 2]","[9, 3, 4]",0,はずれ,3.3376,BaseModel,予測4
2004-09-20,"[3, 5, 8]","[9, 3, 4]",1,はずれ,3.3173,BaseModel,予測5
2004-09-21,"[0, 2, 8]","[8, 1, 2]",2,はずれ,3.374,BaseModel,予測1
2004-09-21,"[1, 2, 8]","[8, 1, 2]",3,ボックス,3.6967,BaseModel,予測2
2004-09-21,"[0, 3, 9]","[8, 1, 2]",0,はずれ,3.3957,BaseModel,予測3
2004-09-21,"[0, 2, 5]","[8, 1, 2]",1,はずれ,3.381,BaseModel,予測4
2004-09-21,"[0, 1, 2]","[8, 1, 2]",2,ミニ,3.3376,BaseModel,予測5
2004-09-22,"[0, 6, 7]","[5, 4, 0]",1,はずれ,3.1598,BaseModel,予測1
2004-09-22,"[0, 3, 9]","[5, 4, 0]",1,はずれ,3.4146,BaseModel,予測2
2004-09-22,"[0, 1, 2]","[5, 4, 0]",1,はずれ,3.3418,BaseModel,予測3
2004-09-22,"[1, 3, 7]","[5, 4, 0]",0,はずれ,3.2333,BaseModel,予測4
2004-09-22,"[0, 4, 6]","[5, 4, 0]",2,はずれ,3.1885,BaseModel,予測5
2004-09-23,"[3, 8, 9]","[5, 2, 2]",0,はずれ,3.4461,BaseModel,予測1
2004-09-23,"[2, 3, 8]","[5, 2, 2]",1,はずれ,3.4629,BaseModel,予測2
2004-09-23,"[0, 2, 8]","[5, 2, 2]",1,はずれ,3.3621,BaseModel,予測3
2004-09-23,"[0, 2, 5]","[5, 2, 2]",2,はずれ,3.332,BaseModel,予測4
2004-09-23,"[2, 3, 7]","[5, 2, 2]",1,はずれ,3.3215,BaseModel,予測5
2004-09-24,"[1, 4, 8]","[2, 0, 6]",0,はずれ,3.2851,BaseModel,予測1
2004-09-24,"[0, 3, 8]","[2, 0, 6]",1,はずれ,3.3789,BaseModel,予測2
2004-09-24,"[7, 8, 9]","[2, 0, 6]",0,はずれ,3.3278,BaseModel,予測3
2004-09-24,"[3, 7, 8]","[2, 0, 6]",0,はずれ,3.2872,BaseModel,予測4
2004-09-24,"[1, 3, 7]","[2, 0, 6]",0,はずれ,3.2333,BaseModel,予測5
2004-09-27,"[4, 7, 8]","[3, 7, 4]",2,はずれ,3.2361,BaseModel,予測1
2004-09-27,"[3, 4, 7]","[3, 7, 4]",3,ボックス,3.5686,BaseModel,予測2
2004-09-27,"[3, 5, 8]","[3, 7, 4]",1,はずれ,3.381,BaseModel,予測3
2004-09-27,"[4, 8, 9]","[3, 7, 4]",1,はずれ,3.3768,BaseModel,予測4
2004-09-27,"[3, 7, 9]","[3, 7, 4]",2,はずれ,3.3614,BaseModel,予測5
2004-09-28,"[0, 1, 9]","[6, 3, 8]",0,はずれ,3.3677,BaseModel,予測1
2004-09-28,"[3, 6, 8]","[6, 3, 8]",3,ボックス,3.6176,BaseModel,予測2
2004-09-28,"[2, 8, 9]","[6, 3, 8]",1,はずれ,3.4909,BaseModel,予測3
2004-09-28,"[0, 2, 8]","[6, 3, 8]",1,はずれ,3.3887,BaseModel,予測4
2004-09-28,"[0, 1, 2]","[6, 3, 8]",0,はずれ,3.353,BaseModel,予測5
2004-09-29,"[0, 1, 6]","[8, 0, 4]",1,はずれ,3.199,BaseModel,予測1
2004-09-29,"[0, 4, 8]","[8, 0, 4]",3,ボックス,3.6197,BaseModel,予測2
2004-09-29,"[2, 7, 9]","[8, 0, 4]",0,はずれ,3.4083,BaseModel,予測3
2004-09-29,"[0, 2, 5]","[8, 0, 4]",1,はずれ,3.3985,BaseModel,予測4
2004-09-29,"[3, 4, 5]","[8, 0, 4]",1,はずれ,3.2963,BaseModel,予測5
2004-09-30,"[4, 7, 9]","[1, 8, 7]",1,はずれ,3.2984,BaseModel,予測1
2004-09-30,"[1, 7, 8]","[1, 8, 7]",3,ボックス,3.5595,BaseModel,予測2
2004-09-30,"[3, 4, 9]","[1, 8, 7]",0,はずれ,3.3999,BaseModel,予測3
2004-09-30,"[0, 1, 2]","[1, 8, 7]",1,はずれ,3.3551,BaseModel,予測4
2004-09-30,"[0, 6, 7]","[1, 8, 7]",1,はずれ,3.1549,BaseModel,予測5
2004-10-01,"[0, 2, 3]","[3, 7, 4]",1,はずれ,3.4104,BaseModel,予測1
2004-10-01,"[3, 4, 7]","[3, 7, 4]",3,ボックス,3.5826,BaseModel,予測2
2004-10-01,"[2, 3, 9]","[3, 7, 4]",1,はずれ,3.5098,BaseModel,予測3
2004-10-01,"[0, 1, 2]","[3, 7, 4]",0,はずれ,3.3572,BaseModel,予測4
2004-10-01,"[3, 6, 8]","[3, 7, 4]",1,はずれ,3.2879,BaseModel,予測5
2004-10-04,"[0, 2, 9]","[8, 3, 5]",0,はずれ,3.465,BaseModel,予測1
2004-10-04,"[3, 5, 8]","[8, 3, 5]",3,ボックス,3.6855,BaseModel,予測2
2004-10-04,"[1, 8, 9]","[8, 3, 5]",1,はずれ,3.4034,BaseModel,予測3
2004-10-04,"[2, 5, 8]","[8, 3, 5]",2,はずれ,3.395,BaseModel,予測4
2004-10-04,"[1, 6, 8]","[8, 3, 5]",1,はずれ,3.2529,BaseModel,予測5
2004-10-05,"[4, 6, 7]","[9, 4, 5]",1,はずれ,3.1724,BaseModel,予測1
2004-10-05,"[4, 5, 9]","[9, 4, 5]",3,ボックス,3.7065,BaseModel,予測2
2004-10-05,"[2, 3, 4]","[9, 4, 5]",1,はずれ,3.3915,BaseModel,予測3
2004-10-05,"[3, 4, 5]","[9, 4, 5]",2,ミニ,3.3068,BaseModel,予測4
2004-10-05,"[2, 4, 6]","[9, 4, 5]",1,はずれ,1.8557,BaseModel,予測5
2004-10-06,"[1, 2, 6]","[9, 4, 9]",0,はずれ,3.3061,BaseModel,予測1
2004-10-06,"[0, 2, 3]","[9, 4, 9]",0,はずれ,3.4517,BaseModel,予測2
2004-10-06,"[3, 5, 9]","[9, 4, 9]",1,はずれ,3.4146,BaseModel,予測3
2004-10-06,"[0, 1, 2]","[9, 4, 9]",0,はずれ,3.3572,BaseModel,予測4
2004-10-06,"[0, 1, 3]","[9, 4, 9]",0,はずれ,3.3208,BaseModel,予測5
2004-10-07,"[1, 6, 7]","[3, 9, 1]",1,はずれ,3.1682,BaseModel,予測1
2004-10-07,"[1, 3, 9]","[3, 9, 1]",3,ボックス,3.7625,BaseModel,予測2
2004-10-07,"[2, 3, 5]","[3, 9, 1]",1,はずれ,3.4538,BaseModel,予測3
2004-10-07,"[0, 2, 3]","[3, 9, 1]",1,はずれ,3.4146,BaseModel,予測4
2004-10-07,"[1, 2, 8]","[3, 9, 1]",1,はずれ,3.3726,BaseModel,予測5
2004-10-08,"[0, 4, 5]","[3, 5, 5]",1,はずれ,3.283,BaseModel,予測1
2004-10-08,"[2, 5, 8]","[3, 5, 5]",1,はずれ,3.4013,BaseModel,予測2
2004-10-08,"[0, 1, 3]","[3, 5, 5]",1,はずれ,3.325,BaseModel,予測3
2004-10-08,"[5, 7, 8]","[3, 5, 5]",1,はずれ,3.2634,BaseModel,予測4
2004-10-08,"[3, 6, 7]","[3, 5, 5]",1,はずれ,3.2095,BaseModel,予測5
2004-10-11,"[2, 7, 8]","[6, 9, 7]",1,はずれ,3.3467,BaseModel,予測1
2004-10-11,"[6, 7, 9]","[6, 9, 7]",3,ボックス,3.6064,BaseModel,予測2
2004-10-11,"[3, 8, 9]","[6, 9, 7]",1,はずれ,3.4566,BaseModel,予測3
2004-10-11,"[2, 4, 8]","[6, 9, 7]",0,はずれ,3.437,BaseModel,予測4
2004-10-11,"[1, 2, 8]","[6, 9, 7]",0,はずれ,3.3929,BaseModel,予測5
2004-10-12,"[2, 3, 4]","[6, 2, 0]",1,はずれ,3.4188,BaseModel,予測1
2004-10-12,"[2, 3, 9]","[6, 2, 0]",1,はずれ,3.5098,BaseModel,予測2
2004-10-12,"[1, 8, 9]","[6, 2, 0]",0,はずれ,3.3999,BaseModel,予測3
2004-10-12,"[1, 5, 6]","[6, 2, 0]",1,はずれ,3.2137,BaseModel,予測4
2004-10-13,"[3, 4, 8]","[6, 7, 0]",0,はずれ,3.3677,BaseModel,予測1
2004-10-13,"[0, 6, 7]","[6, 7, 0]",3,ボックス,3.4965,BaseModel,予測2
2004-10-13,"[1, 2, 3]","[6, 7, 0]",0,はずれ,3.4146,BaseModel,予測3
2004-10-13,"[3, 5, 8]","[6, 7, 0]",0,はずれ,3.4111,BaseModel,予測4
2004-10-13,"[1, 5, 9]","[6, 7, 0]",0,はずれ,3.3908,BaseModel,予測5
2004-10-14,"[1, 4, 8]","[1, 8, 9]",2,はずれ,3.3082,BaseModel,予測1
2004-10-14,"[1, 8, 9]","[1, 8, 9]",3,ストレート,3.7527,BaseModel,予測2
2004-10-14,"[2, 5, 9]","[1, 8, 9]",1,はずれ,3.4846,BaseModel,予測3
2004-10-14,"[0, 2, 9]","[1, 8, 9]",1,はずれ,3.4629,BaseModel,予測4
2004-10-14,"[1, 5, 9]","[1, 8, 9]",2,はずれ,3.3908,BaseModel,予測5
2004-10-15,"[3, 4, 7]","[2, 6, 6]",0,はずれ,3.2851,BaseModel,予測1
2004-10-15,"[0, 2, 3]","[2, 6, 6]",1,はずれ,3.4629,BaseModel,予測2
2004-10-15,"[0, 1, 2]","[2, 6, 6]",1,はずれ,3.3677,BaseModel,予測3
2004-10-15,"[3, 5, 8]","[2, 6, 6]",0,はずれ,3.3572,BaseModel,予測4
2004-10-15,"[0, 1, 3]","[2, 6, 6]",0,はずれ,3.3334,BaseModel,予測5
2004-10-18,"[5, 8, 9]","[8, 7, 6]",1,はずれ,3.4356,BaseModel,予測1
2004-10-18,"[6, 7, 8]","[8, 7, 6]",3,ボックス,3.5434,BaseModel,予測2
2004-10-18,"[0, 3, 9]","[8, 7, 6]",0,はずれ,3.4314,BaseModel,予測3
2004-10-18,"[3, 5, 6]","[8, 7, 6]",1,はずれ,3.2816,BaseModel,予測4
2004-10-18,"[3, 5, 7]","[8, 7, 6]",1,はずれ,3.2732,BaseModel,予測5
2004-10-19,"[1, 3, 9]","[3, 3, 5]",1,はずれ,3.4419,BaseModel,予測1
2004-10-19,"[0, 2, 3]","[3, 3, 5]",1,はずれ,3.465,BaseModel,予測2
2004-10-19,"[1, 2, 3]","[3, 3, 5]",1,はずれ,3.4188,BaseModel,予測3
2004-10-19,"[2, 5, 8]","[3, 3, 5]",1,はずれ,3.3957,BaseModel,予測4
2004-10-19,"[0, 1, 3]","[3, 3, 5]",1,はずれ,3.3152,BaseModel,予測5
